model,jb_stat,jb_p_value,skew,kurtosis,normality_at_5pct
model1_level_level,24.977359273780248,3.769079929235834e-06,0.5831827588358116,3.2237803609373614,False
model2_log_level,0.1841540253855749,0.9120349085761764,-0.04038997212011886,3.062240555492097,True
model3_log_level_extended,8.817134591192765,0.012172605588509026,0.3384291063392714,3.199428525652735,False
