model,term,coef,std_err,t,p_value,ci_lower_95,ci_upper_95
model3_log_level_extended,Intercept,10.264405934993121,0.0696310853803421,147.41125862000303,0.0,10.127530399864751,10.401281470121491
model3_log_level_extended,"C(Gender, Treatment(reference='Female'))[T.Male]",0.05491098625131227,0.02824069598664616,1.944392102704458,0.05252677322450501,-0.0006024436263881369,0.11042441612901269
model3_log_level_extended,"C(Gender, Treatment(reference='Female'))[T.Other]",-0.15996195767936505,48.69350897731115,-0.0032850776425642214,0.9973804781392149,-95.87798878638576,95.55806487102701
model3_log_level_extended,"C(Q('Education Level'), Treatment(reference='High School'))[T.Bachelor]",0.6184675599417163,0.06226305682165801,9.933138389160879,5.427226965471248e-21,0.4960755395582671,0.7408595803251655
model3_log_level_extended,"C(Q('Education Level'), Treatment(reference='High School'))[T.Master]",0.8575097144063879,0.07923783400996594,10.821973178854646,3.382277317037058e-24,0.701749957492001,1.0132694713207748
model3_log_level_extended,"C(Q('Education Level'), Treatment(reference='High School'))[T.PhD]",1.0626778578694418,0.13970162362432217,7.606768126955603,1.9175559923464795e-13,0.7880629443228044,1.3372927714160792
model3_log_level_extended,Age_c,-0.007807671460902049,0.006630289495190505,-1.1775762531282528,0.23964371711669746,-0.020840994405002176,0.0052256514831980775
model3_log_level_extended,Age2_c,-0.0009143718017361439,0.0003462888109390765,-2.6404890162535795,0.008592468911961635,-0.001595080224523909,-0.0002336633789483787
model3_log_level_extended,Q('Years of Experience'),0.0826565943420799,0.0072982161299455775,11.325588728857811,4.4352381550285066e-26,0.06831031160338204,0.09700287708077777
model3_log_level_extended,Exp_x_Bachelor,-0.003425174610721756,0.008146641191438698,-0.42044009675070393,0.6743826510265922,-0.019439227335681757,0.012588878114238243
model3_log_level_extended,Exp_x_Master,-0.019910107211965653,0.006725585665723939,-2.9603529270967273,0.003249984360199252,-0.03313075617958243,-0.006689458244348873
model3_log_level_extended,Exp_x_PhD,-0.029147019484810355,0.00927442428049262,-3.1427308696796197,0.0017944750299680374,-0.04737798313367448,-0.01091605583594623
