model,term,coef,std_err,t,p_value,ci_lower_95,ci_upper_95
model3_log_level_extended,Intercept,10.26449615816602,0.0773686880112905,132.66990073126365,0.0,10.112410627459717,10.416581688872323
model3_log_level_extended,"C(Gender, Treatment(reference='Female'))[T.Male]",0.054910986251315984,0.02781419555518992,1.9742072404128905,0.04902406749525906,0.00023593874937750253,0.10958603375325446
model3_log_level_extended,"C(Gender, Treatment(reference='Female'))[T.Other]",-0.15996195767938237,0.3783911979915988,-0.42274227975814044,0.672703320254499,-0.9037748313415057,0.583850915982741
model3_log_level_extended,"C(Q('Education Level'), Treatment(reference='High School'))[T.Bachelor]",0.618467559941725,0.06465466471902022,9.565706707002429,1.0284445515445373e-19,0.49137429716085224,0.7455608227225977
model3_log_level_extended,"C(Q('Education Level'), Treatment(reference='High School'))[T.Master]",0.8575097144064009,0.07799016567597125,10.995100561385259,7.713316173591132e-25,0.7042025297870662,1.0108168990257356
model3_log_level_extended,"C(Q('Education Level'), Treatment(reference='High School'))[T.PhD]",1.0626778578694407,0.10859001306229607,9.786147251495422,1.77491948284173e-20,0.849219801509823,1.2761359142290583
model3_log_level_extended,Age_c,-0.0077865103570672915,0.005363832900424755,-1.4516690772471095,0.14735282952601075,-0.018330328460354567,0.002757307746219983
model3_log_level_extended,Age2_c,-0.0009143718017354809,0.00023355058737819628,-3.9150909959169065,0.0001056927726487476,-0.0013734679288792998,-0.00045527567459166204
model3_log_level_extended,Q('Years of Experience'),0.08265659434207988,0.010366762486778187,7.973231223103689,1.5298447892970095e-14,0.06227839464612822,0.10303479403803154
model3_log_level_extended,Exp_x_Bachelor,-0.003425174610719998,0.010198150330907986,-0.3358623377358117,0.73714523653323,-0.023471929249656975,0.016621580028216978
model3_log_level_extended,Exp_x_Master,-0.019910107211966427,0.010444154785831255,-1.9063397297574398,0.05729995338446891,-0.040440438851429256,0.0006202244274963985
model3_log_level_extended,Exp_x_PhD,-0.02914701948480972,0.011008464440498907,-2.647691659663368,0.008414594765105898,-0.05078662847559969,-0.007507410494019748
