row_id,Salary,lower_bound,upper_bound,modified_z_log_salary,is_iqr_outlier,is_log_mz_outlier,is_hybrid_outlier,kept_in_analysis
355,188651,-65000.0,295000.0,0.8645880131453829,False,False,False,True
356,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
357,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
358,193000,-65000.0,295000.0,0.9026166670028716,False,False,False,True
359,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
360,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
361,100000,-65000.0,295000.0,-0.19448815588220966,False,False,False,True
362,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
363,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
364,145000,-65000.0,295000.0,0.4254841156260003,False,False,False,True
365,150000,-65000.0,295000.0,0.4820505404977688,False,False,False,True
366,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
367,157872,-65000.0,295000.0,0.5673956645015122,False,False,False,True
368,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
369,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
370,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
371,191510,-65000.0,295000.0,0.8896851357509925,False,False,False,True
372,200000,-65000.0,295000.0,0.962062384615559,False,False,False,True
373,183138,-65000.0,295000.0,0.8151008634623448,False,False,False,True
374,185982,-65000.0,295000.0,0.8408130943617519,False,False,False,True
375,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
376,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
377,155000,-65000.0,295000.0,0.5367619904933111,False,False,False,True
378,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
379,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
380,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
381,115000,-65000.0,295000.0,0.03871159523620264,False,False,False,True
382,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
383,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
384,150000,-65000.0,295000.0,0.4820505404977688,False,False,False,True
385,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
386,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
387,210000,-65000.0,295000.0,1.0434711998336303,False,False,False,True
388,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
389,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
390,210000,-65000.0,295000.0,1.0434711998336303,False,False,False,True
391,90000,-65000.0,295000.0,-0.37028741576341584,False,False,False,True
392,240000,-65000.0,295000.0,1.266274968852143,False,False,False,True
393,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
394,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
395,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
396,168000,-65000.0,295000.0,0.6711450876902331,False,False,False,True
397,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
398,55000,-65000.0,295000.0,-1.1920089216666452,False,False,False,True
399,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
400,151310,-65000.0,295000.0,0.49655927846066994,False,False,False,True
401,219000,-65000.0,295000.0,1.1134905528811823,False,False,False,True
402,173582,-65000.0,295000.0,0.7256835224075959,False,False,False,True
403,170000,-65000.0,295000.0,0.6908914687937134,False,False,False,True
404,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
405,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
406,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
407,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
408,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
409,182000,-65000.0,295000.0,0.8047003259124382,False,False,False,True
410,180000,-65000.0,295000.0,0.7862631247343529,False,False,False,True
411,130000,-65000.0,295000.0,0.2432796665765797,False,False,False,True
412,190596,-65000.0,295000.0,0.88170275724223,False,False,False,True
413,195000,-65000.0,295000.0,0.9198183629565582,False,False,False,True
414,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
415,140000,-65000.0,295000.0,0.3669325034536489,False,False,False,True
416,160000,-65000.0,295000.0,0.5897362724721619,False,False,False,True
417,150000,-65000.0,295000.0,0.4820505404977688,False,False,False,True
418,120000,-65000.0,295000.0,0.10972442835437447,False,False,False,True
419,190000,-65000.0,295000.0,0.8764769721496105,False,False,False,True
420,119836,-65000.0,295000.0,0.10744251739640469,False,False,False,True
421,80000,-65000.0,295000.0,-0.566814268025607,False,False,False,True
422,140000,-65000.0,295000.0,0.3669325034536489,False,False,False,True
423,140000,-65000.0,295000.0,0.3669325034536489,False,False,False,True
424,185000,-65000.0,295000.0,0.8319796756994018,False,False,False,True
425,150000,-65000.0,295000.0,0.4820505404977688,False,False,False,True
