model,n_obs,r_squared,adj_r_squared,f_stat,f_p_value,aic,bic
model1_level_level,426,0.6959959414328937,0.6909049643755498,136.7116633198924,6.582704267875811e-104,9985.517814650306,10017.953329420461
model2_log_level,426,0.6011910904274723,0.5945124723245832,90.01728818232513,1.9890932219354442e-79,422.6147210598458,455.05023583000076
model3_log_level_extended,426,0.6329436187373612,0.6231909129550206,64.899283630953,5.496190687505511e-83,395.27081521932723,443.9240873745597
