model,n_obs,r_squared,adj_r_squared,f_stat,f_p_value,aic,bic
model1_level_level,426,0.6959959414328937,0.6909049643755498,261.81029213284745,1.8135848702042643e-148,9985.517814650306,10017.953329420461
model2_log_level,426,0.6011910904274723,0.5945124723245832,154.20819412798315,1.2918965655284765e-111,422.6147210598458,455.05023583000076
model3_log_level_extended,426,0.6329436187373612,0.6231909129550206,139.59787396532826,9.251691547154395e-132,395.27081521932723,443.9240873745597
